title_english,content_english,link
Problem 534. “Legal bribe”,"American companies include funds in their budgets to lobby their interests in federal authorities. Most of the money is spent on congressmen. For assistance in obtaining federal funds for a firm's project, a member of the House of Representatives receives significant commissions from the firm. But according to the law",https://www.trizland.ru/tasks/1515/
Problem 535. “Lampoons against the cardinal”,"Cardinal Mazarin (France, 18th century) ruled the French for many years. And how they didn’t like him in France! And so, at the beginning of his career, lampoons written about him began to circulate among the aristocratic community. What should Mazarin do? Imprison? You can’t transplant everyone, and it’s troublesome. In addition, they will hate Mazarin even more. So what should a cardinal do?",https://www.trizland.ru/tasks/1683/
Problem 536. The Mystery of Thompson's Store ,"Thompson was unlucky: no one had visited his store for a long time. However, as an inventive person, he found a way to attract visitors without clearly expressing his desire. What kind of method(s) is this?",https://www.trizland.ru/tasks/1408/
Problem 538. “Don’t drink first”,"An ambassador arrived to the Byzantine emperor and was invited to the table. They poured wine into his goblet and, horror of horrors, he drank the wine first. It is customary that the emperor should drink his cup first. Such a violation of etiquette should result in very serious punishment. The Emperor turned to the retinue present for advice. They advised the ambassador to be executed. The emperor agreed with this and announced to the ambassador that he would be executed. At the same time, the emperor gave the ambassador the opportunity to fulfill his last wish and vowed to fulfill it. It is known that the ambassador remained alive. What was his last wish?",https://www.trizland.ru/tasks/1554/
Problem 539. Budyonny in Lithuania ,"The famous Budyonny once headed a diplomatic delegation to Lithuania before the Second World War. At the president's dinner, he suddenly washes down vodka with garlic water from a bowl placed in front of each participant in the diplomatic dinner. And in the bowl they usually washed their hands after eating chicken. The journalists present froze in anticipation of a sensation - there is an example of ignorance of ordinary etiquette. What should diplomats do? See. discussion of the problem in the forum",https://www.trizland.ru/tasks/1516/
Problem 540. “To lubricate or not?”,"In 1985, the 15-kilometer ski race was won by Swede Thomas Wassberg. There were several sections marked along the route where it was prohibited to use skating (at the beginning of the race). There was a problem: the traditional technique used in the exclusion zones involves the use of wax, but oiled skis will reduce the speed of skating in the crucial last part of the race. What should a racer do?",https://www.trizland.ru/tasks/1806/
Problem 541. Attack of tigers ,Villagers living near the Sundabar Tiger Reserve are often in danger of being attacked by tigers. Tigers attack mainly from behind. How can peasants protect themselves from attack?,https://www.trizland.ru/tasks/1555/
Problem 542. “Harmful lumps of coal”,"In factories, activated carbon filters are used to purify air in air intakes. When air passes through these filters, the coal is formed into dense lumps (since coal also absorbs moisture), making it difficult for air to enter. What should I do?",https://www.trizland.ru/tasks/5215/
Problem 544. Resourceful soldier ,"The general waddles along the bridge, looks around with a lazy gaze - and then a soldier caught his eye. The soldier is AWOL and wants to rush past, pretending not to notice the general. General: “Soldier, what is this?!” Why didn’t they salute?!” The soldier answered in such a way that the general was confused, saluted and immediately headed home. What did the soldier say?",https://www.trizland.ru/tasks/5217/
Problem 545. How to get rid of the smell?,"After removing spilled petroleum products - gasoline, kerosene - an unpleasant odor most often remains. Small rooms can then be ventilated. What to do with huge areas? How to get rid of an unpleasant odor? Source: Sat. RTEZ 1999, Ed. ChuvSU, s. 25.",https://www.trizland.ru/tasks/5218/
Problem 546. “Don’t throw trash out of windows”,"In the dormitory of one of the Rostov universities, students threw garbage out of the windows into the courtyard. Verbal warnings, posters and even demonstrative evictions from the hostel did not help. The entire yard was covered in trash. How to solve the problem - and, preferably, quickly?",https://www.trizland.ru/tasks/5219/
Problem 547. “Taming the “electric genie””,"It is difficult to clean parts without risk of explosion due to the build-up of static electricity. You need to either come up with a non-flammable and non-explosive washing liquid, or “pacify the electric genie”. While washing liquids burn and explode. For example, they wash parts with gasoline: during friction, gasoline, like a dielectric, becomes electrified - a spark and fire can occur. The second way: antistatic additives based on diethylene glycol ether have been developed. With these additives, static electricity does not accumulate on the surface of the parts being processed, but after the solvent itself evaporates, the additive remains on the surface, since it is a high-molecular non-volatile (poorly evaporating) product. After such cleaning, the product must be cleaned again. What to do? Source: Sat. RTEZ 1999, Ed. ChuvSU, s. 25, 94.",https://www.trizland.ru/tasks/5220/
Problem 548. Demobilization chord by Roman Abramovich,"A real story from the life of Roman Abramovich. After two years of service in the army, Roman should have gone into civilian life. But in the army there is such a thing as a “demobilization chord.” This is when a soldier leaving the army must do something useful for his unit. And until he completes this work, he cannot leave. The idea is clear: a person dreams of getting home, he strives with all his might to do everything faster. For Roma, the demobilization chord turned out to be quite difficult. He, with a group of similar comrades finishing their service, was tasked with cutting a clearing in the forest for the future road. Work - for several months. And they want to go home. Question: what can be done in such a situation?",https://www.trizland.ru/tasks/5221/
Problem 549. “Parking for a Ferrari”,"One wealthy Chinese man, who was engaged in a business in the field of bank loans in New York, had to urgently leave the city for two weeks. Everything would be fine, but the Chinese had a car - a sports Ferrari worth $250,000. The owner was afraid to leave an expensive sports car in a regular city parking lot in case it was stolen! Parking in a specialized parking lot with enhanced security for the same luxury cars is expensive. What can be done in such a situation?",https://www.trizland.ru/tasks/5222/
Problem 550. “Cormorant-fisher”,"Large cormorants can be used for fishing. The cormorant is tied by the leg to the owner's boat and released. It copes well with catching fish, but there is a problem with delivery: the cormorant is not stupid enough to carry fish into the boat. He just swallows it along the way. How can I stop him from doing this?",https://www.trizland.ru/tasks/1502/
Problem 552. “Marriage in Hong Kong”,"1995 In two years, Hong Kong will again be part of China. And anything can happen to many enterprises, since the behavior of government agencies is unpredictable. What should companies do?",https://www.trizland.ru/tasks/1546/
Problem 553. Behaved provocatively,"The Klazomenian youths who arrived in Sparta behaved defiantly. They desecrated the place where the ephors who administered justice usually sat, smearing their chairs with soot. What should the ephors do?",https://www.trizland.ru/tasks/1547/
Problem 554. “When is the next elevator?”,"Who loves queues? What about queues at work? Large corporations usually live in large buildings. Many people work and move around in them. There is only one means of transportation - an elevator. You can’t cut down forty floors of stairs. In one such company, queues accumulated at the elevators (apparently the architects made a mistake). Not only is this a decline in the company's image, it is a constant source of employee irritation and complaints. What should the company do?",https://www.trizland.ru/tasks/1548/
Problem 556. “Measuring an underground cave”,"Speleologists often find themselves in unfamiliar places. How can you measure the height of a cave, the roof of which does not even reach the light of a flashlight, and it is impossible to climb the wall?",https://www.trizland.ru/tasks/5223/
Problem 557. “More marble for me...”,"I've seen a lot of meaningless work. I saw how bad things were corrected. I saw how they cleaned up the garbage. But this is the first time that litter has been littered on purpose and on a large scale. Here, for example: at night, special workers enthusiastically scatter pieces of marble mined in a nearby quarry around the Parthenon. Do they have nothing else to do? Offer several hypotheses for their, to put it mildly, illogical behavior.",https://www.trizland.ru/tasks/1596/
Problem 558. “Inject yourself with sapphire”,"Middle Ages. The nobility have luxurious rings with expensive stones on their hands. Some rings are equipped with a pin. The pin was sharp and sometimes pricked. Sometimes, the ungrateful person would prick the ring owner's finger... Why does the pin behave so cruelly?",https://www.trizland.ru/tasks/1597/
Problem 559. “Genuine fake”,"An Austrian museum decided to buy a painting by a famous artist in France. Its authenticity was confirmed by a group of competent experts. In their presence, the notary put a stamp on the back of the canvas, certifying the authenticity of the painting. In the Austrian museum, where it was delivered with all precautions, a second examination was carried out. It turned out that the painting was a fake. How could this happen? Note that a group of French experts correctly established that the painting was original. The notary immediately stamped it, and the seal was not copied. This was definitely established in Austria.",https://www.trizland.ru/tasks/1598/
Problem 561. Method of transportation of associated gas,"Almost all oil fields used to have fire flares burning associated gas. On the one hand, it is fire and explosive, it had to be removed somewhere. On the other hand, there was little of it, and there was no point in building special gas pipelines. Suggest a profitable method of transporting associated gas. Source: Sat. RTEZ 1999, Ed. ChuvSU, s. 25.",https://www.trizland.ru/tasks/5224/
Problem 562. The Emperor's Hydrophobia,"Tai Tsung (626 - 649), emperor of the Tang state, which was located on the site of modern China, once undertook a military campaign against the state of Koguryo on the Korean Peninsula. When the emperor's troops reached the sea, Tai Tsung lost heart: there was only water ahead, water without end and without edge. And although his military leaders wanted to continue the campaign, the emperor, faced with a water barrier, was inclined to return home. He did not want to leave land, where he felt confident. But the military leaders, under the leadership of the cunning general Xue Rengui, managed to convince their emperor to continue the campaign. How did they do it? Source: Senger H. von. Stratagems. About the Chinese art of living and surviving. Volume 1. - M.: Eksmo Publishing House, 2004.",https://www.trizland.ru/tasks/5225/
Problem 563. Cap for oil,Oil stored in tanks quickly “evaporates.” Lids do not give the desired effect. How can you cheaply cover the surface of tanks if their walls are uneven and their area decreases downwards?,https://www.trizland.ru/tasks/5226/
Problem 564. Oil coking,"Almost half of the oil produced is heavy residue. Most of it goes to coke. Coking involves heating liquid raw materials to 500 degrees Celsius. Coke and steam are generated in the chamber. During the entire time of unloading coke, the chamber is steamed, cooled, the bottom is removed, and the coke is unloaded. This takes 24 hours, which is half the working time of the cameras. The coke that accumulates in the chamber is a hard and dense mass that is not easy to unload. Usually, a jet of water with a pressure of 100-150 hPa is used to cut coke into pieces. But then they have to be dried. What to do? Source: Sat. RTEZ 1999, Ed. ChuvSU, s. 25.",https://www.trizland.ru/tasks/5227/
Problem 565. “Arrows on loan”,"During the Tang era, in 756 AD. e., in the area of ​​​​modern Beijing, the military ruler An Lushan rebelled. He besieged the city of Yongqiu, surrounded by high walls. Warlord Zhang, who defended the city, had few warriors, but even fewer arrows. However, the defenders of the city managed to withstand the siege, replenishing their supply of weapons at the expense of enemy steles. How did they do it?",https://www.trizland.ru/tasks/5228/
Problem 566. “What to replace sand with?”,"Sandblasters can be easily recognized from afar by their masks, which make work difficult and do not completely protect the respiratory tract from dust. You can get rid of dust only by eliminating sand, the very basis of the technological process. Initially, granular volatile fluorocarbons were used as a non-toxic and non-dusty shot for cleaning parts that went directly from a solid to a gaseous state. However, they turned out to be too soft and expensive. What should I do? What can replace sand? Source: Sat. RTEZ 1999, Ed. ChuvSU, s. 25.",https://www.trizland.ru/tasks/5229/
Problem 567. “Filled candies”,"Many people love candies filled with chocolate and berry syrup. How do you put it in there? The syrup is liquid, and the chocolate melts when heated.",https://www.trizland.ru/tasks/5230/
Problem 568. Observers in the trees ,"During the Great Patriotic War, during the fighting near Staraya Russa, the front line of the Soviet defense passed along the edge of the forest. To observe the enemy, Soviet soldiers had to climb pine trees. The pines began to sway under the weight of the human body. This immediately became noticeable against the background of motionless trees. The enemy realized what was happening and opened fire on the swaying pines. Soviet soldiers tried to stop the rocking, but this turned out to be almost impossible. And yet, the next day the soldiers were able to set up observation posts on these pine trees. The fascist soldiers no longer tried to fire at them. How was this done?",https://www.trizland.ru/tasks/5231/
Problem 569. Cat-motorist,"You just bought a new car and leave it outside the windows of your first floor apartment overnight. At night, a cat climbs onto the hood of a car and sleeps there. In the morning he stretches with pleasure and - oh. horror! – sharpens his claws on the shining surface of the hood. Naturally, it’s difficult to chase all the cats away from the car at night. It’s a shame not to pay attention. How to stop a cat from sleeping on the hood of a car?",https://www.trizland.ru/tasks/5128/
Problem 570. Presidential Poncho,"President Clinton found himself in an awkward position when he mistook the Romanian national flag for a cape. The fact is that the tricolor flag had a hole in the middle, from where the Romanians cut out communist symbols. The holey flag was a symbol of the anti-communist revolution of 1989. President Clinton wrote a letter to the Chairman of the country's legislature, Petra Roman, expressing gratitude for the poncho donated by the Romanian parliament. Yes! An extremely ridiculous situation: the President mistook the flag of another country for a poncho! Take such a symbol for a cape... What should the Chairman do - it is customary to respond to a letter. Moreover, you need to answer in such a way as not to offend the President of the United States. Politics, however...What would you do if you were Petre Roman? See. discussion of the problem in the forum",https://www.trizland.ru/tasks/1614/
Problem 571. “Lion with a torch”,"The American writer Ernest Hemingway was sent a letter from England with the question: “Is it true that if you carry a torch in front of you, the lion will not rush?” It is clear that the writer is not a biologist and probably does not know the habits of animals. Common sense also suggests that the Englishman's judgment is most likely wrong. Try to answer for Hemingway. See. discussion of the problem in the forum",https://www.trizland.ru/tasks/1615/
Problem 572. “Misfire on stage”,"The French actor Talma was supposed to fall during one performance, mortally wounded. However, the gun in the hands of the other actor did not fire. The confused duelist unsuccessfully pulled the trigger several more times. Then he, having lost his head, ran up to Talma and, not knowing what to do, kicked him with all his might. What a situation! You need to make an instant decision - the performance is being performed online and there are no duplicates. By the way, the image of Talm himself depends on a successful move on stage. What would you do in Talm’s place. What would you do in the place of Talm’s partner when his gun did not fire. P.S. Someone probably knows what Talma really did. Note that other solutions are possible. Offer your options.",https://www.trizland.ru/tasks/1616/
Problem 573. “Taxes are sacred!?”,"One NEPman (1920s, Russia) was taxed 10 billion. The deadline was the 10th. He brought the money on the 9th in the morning, did not protest and paid silently. - We have not taxed him enough - the inspector realized and asked for an additional 100 billion. The deadline was the 15th. He brought the money in the morning of the 14th. - Hey! - said the inspector. And he assessed a trillion. The deadline was the 20th. It is clear that the taxman will not leave him alone. But what should a businessman do?",https://www.trizland.ru/tasks/1617/
Problem 574. “Clothes on the naked”,"One European came to Africa and saw a naked aborigine. - Why don’t you wear clothes? - the European asked in surprise. The question itself already contains a hint of the backwardness of the aborigine - after all, “civilized Europeans” wear clothes. And the aborigines also have their own pride and dignity. Help the aborigine answer this question. See. discussion of the problem in the forum",https://www.trizland.ru/tasks/1618/
Problem 575. “Is space cheap?”,"In a conversation with cosmonaut A. A. Leonov at a meeting in the USA, one of the reporters remarked, as if in passing, “Isn’t space exploration too expensive?” How should Leonov answer the reporter?",https://www.trizland.ru/tasks/1619/
Problem 576. “Read without stress”,"Anyone who has children of preschool or primary school age will understand. Children “must be taught to read.” Parents know this, but the child does not. And most importantly, he does not want to learn to read. He would like to play and have fun, but here...How can you teach children to read if they are “lazy” and don’t want to learn? Suggest your methods.",https://www.trizland.ru/tasks/5125/
Problem 577. “Ash and slag”,"At metallurgical plants, waste (ash and slag) is transported using water through separate pipes. The ash forms a hard-to-clean crust on the pipes; it is removed manually. The slag leaves scratches in the pipes and the pipes wear out quickly. What is the cheapest way out of this situation?",https://www.trizland.ru/tasks/5232/
Problem 578. Methane in mines ,"There are many devices for monitoring the content of explosive methane (CH4) in the atmosphere of mines and mine workings. From live canaries to sophisticated electronic devices that respond to changes in the electrical and thermal conductivity of the air, variations in its chemical composition, etc. The problem, however, is that the above parameters are significantly affected by dustiness and fluctuations in temperature and humidity, which are inevitable in mines. As a result, the reliability of the devices decreases, and false alarms are not uncommon. Suggest ways to monitor the methane content in mines. What to do? Source: Coll. RTEZ 1999, Publ. ChuvSU, p. 26.",https://www.trizland.ru/tasks/5233/
Problem 579. “Traffic Congestion”,"Once during World War II, a sapper unit under the command of Sergeant Major Gotseridze received an order to quickly mine the road along which a large enemy group was moving. However, by that time there were no mines left in the battalion, and waiting to receive the next batch meant not fulfilling the order on time. And yet, Gotseridze managed to create a traffic jam on the road in the movement of a tank column, and the artillerymen inflicted heavy losses on the enemy with targeted fire. How did he do it? Once during the Second World War, a sapper unit under the command of Sergeant Major Gotseridze received an order to quickly mine the road along which a large enemy group was moving. However, by that time there were no mines left in the battalion, and waiting to receive the next batch meant not fulfilling the order on time. And yet, Gotseridze managed to create a traffic jam on the road in the movement of a tank column, and the artillerymen inflicted heavy losses on the enemy with targeted fire. How did he do it?",https://www.trizland.ru/tasks/5234/
Problem 581. “Cows in the load”,"N.S. Leskov describes one case. He hitched a ride in a cart with a man on his way to the volost. The man said that the peasants collected a bribe and now he is taking it to the authorities. The purpose of the bribe is to ensure that the volost does not send cows of the Dutch breed to this village. At that time, peasant cows produced little milk, barely 700-1500 liters per year, with low fat content, and a Dutch cow - 5000-7000 liters per year. The peasants are given free Dutch cows - the tsar spent money from the treasury to improve the breed of Russian cattle. And the peasants collect money and give bribes so that they won’t be given these cows! How to understand this? Suggest and justify the hypotheses: why do the peasants behave so unreasonably, to put it mildly?",https://www.trizland.ru/tasks/1668/
Problem 582. “How to bypass the sedative law?”,"Many American states have adopted “calming” laws. They allow customers to cancel a product within a few days after purchasing it and get all their money back. Such laws seriously hit companies that heavily push their products to consumers. Yielding to “pressure” tactics, people often make a purchase not because they need the product, but because they are fooled or intimidated. When the new laws came into effect, many customers began returning purchases. What can companies do to reduce the flow of product returns without changing the usual and effective tactics of “pressing” customers?",https://www.trizland.ru/tasks/5133/
Problem 583. “The parent held firm”,"Sellers and manufacturers of children's toys always look forward to the Christmas holidays: sales increase significantly! However, the next two months after Christmas the level of purchasing activity decreases sharply: the money on gifts has already been spent. And even massive advertising does not correct the situation. What can manufacturers and sellers of children's toys do to increase sales in the “post-Christmas” period?",https://www.trizland.ru/tasks/5140/
Problem 585. “Concubine in the house”,"Chinese parable. One smart young man lost his parents early and lived under the tutelage of his uncle. One day his uncle told the young man that he was worried that he did not have a son. To take care of the male offspring, he should take a concubine into the house, but his wife does not want this. The young man thought for a while and then said: “Uncle, don’t be sad anymore.” I see a way to get my aunt’s consent. What did the smart young man do? Source: Harro von Senger “Stratagems”",https://www.trizland.ru/tasks/5236/
Problem 586. “Ships are draining water”,"Leaking even a liter of petroleum products into a water basin is punishable by a huge fine. But every day, up to three tons of water accumulate on each ship, which must be disposed of. The concentration of oil in water discharged into the open ocean should not exceed 100 mg/l. If the sea is closed, for example, the Baltic or Mediterranean, then no more than 15 mg/l, and in the Gulf of Finland, the discharge of oil products is generally prohibited. At the same time, each ship constantly discharges almost pure water from its cooling systems. How to determine, when oil products are found at sea, which ship discharged them? Or, better, how to prevent traces of oil from entering the sea, how to remove them from the drain water?",https://www.trizland.ru/tasks/5237/
Problem 587. “Rowdy people on the plane”,"Airlines often face a situation where airplane passengers, fueled by a fair amount of alcohol, behave inappropriately on board the aircraft. There were even forced landings for this reason. Companies suffer financial losses, and the prestige of flights declines due to the threat to the comfort and safety of passengers. Deputies of the Russian State Duma, for example, in order to force tourists to maintain order on airplanes, propose equipping aircraft cabins with video recorders. This will help fight the consequences, but does not solve the problem itself. What should I do?",https://www.trizland.ru/tasks/5238/
Problem 588. “Cleaning the heat exchanger tubes”,"To condense steam at thermal power plants, tubes are used through which water from natural reservoirs is driven. The tubes become dirty and clogged with sediment.  We decided to introduce elastic porous balls into the water. The water balls are pushed throughout the entire system and clean it. If the contamination is particularly high, use balls with an abrasive surface. But together with the dirt, the balls tear off the protective oxide film on their surface. The pipes begin to corrode. You can add corrosion inhibitors to water, but the water consumption is huge, you need a lot of inhibitor, and this is expensive. What to do? Source: Sat. RTEZ 1999, Ed. ChuvSU, s. 44.",https://www.trizland.ru/tasks/5245/
Problem 589. “Reason for a diplomatic scandal”,"Once, during the time when Manchuria belonged to China, the governor-general of this region ordered the execution of one of the soldiers of his personal guard who had committed a serious offense. It so happened that, due to an oversight, the execution was carried out not in a specially designated place, and not demonstrably on the parade ground, but right in Dovre - in front of the windows of the consulate of one of the foreign states located opposite. The consul perceived this fact with caution, and the next day he came to the governor general for an explanation. A diplomatic scandal was brewing. What did the wise governor-general answer to the consul? Source: Li Boyuan's novel Exposing the World of Officials.",https://www.trizland.ru/tasks/5240/
Problem 590. “Who will hear first?”,"In a cylindrical metal barrel 20 m high and 5 m in diameter, one tester stands at the bottom, and another tester stands at the top, on a small balcony. A warning light is installed at eye level for each tester. When the lights come on simultaneously, testers must scream loudly. Who can hear whom first - the top of the bottom or the bottom of the top? Justify your answer.",https://www.trizland.ru/tasks/5241/
Problem 591. Incident on the plane,"Joke. The blonde bought an economy class ticket to Toronto. During the flight, she moved to the 1st class cabin and refused to move to her seat until the captain intervened. He walked up to the blonde and whispered something in her ear, after which she quickly returned to her seat with an apology. What did the pilot say to the blonde?",https://www.trizland.ru/tasks/5718/
Problem 592. “Through Impassable Terrain”,"In the middle of the 5th century BC, the most powerful of the six rulers of the Jin state, Prince Zhi, planned to attack the state of Choyu. But the terrain on the way there was completely impassable. Then Prince Zhi resorted to trickery, and just a few months later the rulers of the state of Choyu themselves cleared the way for the future invaders. What did Prince Zhi come up with? Source: Harro von Senger's book Stratagems",https://www.trizland.ru/tasks/5243/
Problem 593. “Sword or saber”,"The European knight of the 17th century - with a sword, in iron armor, in a helmet, with a shield - was, although slow, but a formidable warrior on the battlefield. It was quite difficult to pierce a strong shield or armor with a chopping blow from an ordinary sword. Another thing is the cutting saber, which had greater destructive power than a straight sword of the same weight. But the thin saber was “powerless” against iron armor, and European gunsmiths did not know how to forge a saber that would have the same striking power as a sword - the sabers broke. How did medieval gunsmiths overcome this situation?",https://www.trizland.ru/tasks/5244/
Problem 594. “Beach cleaning”,"During the summer season, vacationers contaminate the sand of beaches with pathogenic bacteria - staphylococcus, streptococcus, and various fungi. The danger of infectious diseases is increasing. However, using strong disinfectants on the beach is dangerous. Disinfection will remove germs, but will poison the environment. If you do not disinfect, the environment will not be harmed, but the microbes will survive. Diseases will spread. What to do? Source: Sat. RTEZ 1999, Ed. ChuvSU, s. 46.",https://www.trizland.ru/tasks/5246/
Problem 595. “Fumigant and people”,"Methyl bromide is widely used to kill harmful insects in grain storage facilities - it is a widely used fumigant. But it is toxic to people and is sorbed on the surfaces of containers, grain, and premises. Therefore, there is a contradiction associated with its use: for faster and more reliable destruction of insects, this fumigant must be used at high levels, and in order to quickly ventilate the room after treatment, the fumigant content must be reduced. How can the fumigant content be reduced so that people do not suffer? Source: Sat. RTEZ 1999, Ed. ChuvSU, s. 48.",https://www.trizland.ru/tasks/5247/
Problem 596. “Advertising at the Olympics”,"In 1996, Reebok was the official sponsor of the Atlanta Olympics. Naturally, the company “captured” all the advertising space during the main sports festival. However, other major sportswear manufacturers, such as Puma, Nike, which compete with Reebok in the global market, were still able - and quite effectively - to “penetrate” television broadcasts during the Olympics with their advertising. How did they do it? What resources can you use? Offer your options.",https://www.trizland.ru/tasks/5248/
Problem 597. Angry Crowd,"During the war in Iraq, in one city where a garrison of American soldiers was located, the same picture was repeated every day. People came to the market square, where a spontaneous rally began. Gradually it developed into riots and pogroms, and these, in turn, caused a brutal dispersal of the crowd by American troops. There were often casualties. The new commander of the American garrison, who made an unexpected decision, managed to stop this chain of bloodshed. Which? Source: Charles Duhigg's The Power of Habit.",https://www.trizland.ru/tasks/5249/
Problem 598. Client? Take off your clothes!,"What's going on in the world is just a nightmare! It’s scary to say that such persecution was carried out on the unfortunate prostitutes over the hill. The police adopted the habit of pretending to be clients and ingratiating themselves with naive night butterflies. And as soon as the girl sets an amount for her services, she’s like a “client” right there, rrrr! - and snaps the handcuffs on the poor thing. What should moths do?",https://www.trizland.ru/tasks/1621/
Problem 600. The Angry Genie ,"Once a peasant dug up a jug in his field. He immediately opened it - he thought to find gold coins... But an angry Genie jumped out of the jug. “For a thousand years I prayed to God that someone would set me free,” he shouted, shaking his fists. – I promised the savior mountains of gold and diamonds... But no one heeded my requests! Then I decided to deal with those who would disturb my peace. Another thousand years have passed, and now you have decided to mine treasures in your own garden!!! Say goodbye to life, unfortunate one! But the peasant was not timid... - Be it your way, Genie. But fulfill my last request. “Speak,” the Genie reluctantly agreed. - I will do it. But keep in mind: I won’t let you go, I won’t cause myself any harm, and I won’t climb back into the jug. I also read fairy tales - you can’t fool me. The peasant made his request - and survived. What exactly did he ask for?",https://www.trizland.ru/tasks/1583/
Problem 601. “Elves must be respected”,"Once upon a time there lived a simple village guy named Tom. One day on a sunny day he walked through a field where only daisies grew. Suddenly I saw a tiny old man. “This is an elf,” Tom guessed. “That’s such luck - after all, all the elves have a jar of gold hidden somewhere in the ground!” Tom quickly grabbed the little elf and asked menacingly: “Where is your gold?” Show me! The elf wanted to break free and run away, but where was he! He had to agree... “Dig here and you will find a large jug full of gold coins,” he said, pointing to one of the daisies. But what a shame! Tom couldn't dig up the jug! I had to run home to get a shovel. And in order not to be mistaken about where to dig, he took a red ribbon from his pocket and tied it to a daisy. But he immediately doubted and said to the elf: “Swear that you will not take this ribbon off the daisy!” The old man swore faithfully that he would not touch it with a finger, very politely said goodbye to Tom and disappeared among the thick daisies. Usually elves help people, but Tom behaved rudely, so the little man did not want to give him the treasure at all. But what can be done - after all, he swore to Tom not to touch the chamomile...",https://www.trizland.ru/tasks/1584/
Problem 602. “Oaks for the Tsar”,"One day the king went to look at his kingdom. He drives through the forest and sees twenty oak trees standing in a clearing, each more beautiful than the other. The king was stunned with surprise. And then he says to the servants: “I want these oak trees to grow near my palace.” Can you replant hundred-year-old oak trees? But an order is an order. The royal artisans thought day and night, but to no avail. How to fulfill the king's orders? These oak trees were given to him...",https://www.trizland.ru/tasks/1585/
Problem 603. Backstreets,"There is a street in Prague called Vinarna Certovka. Its width is 70 cm. This caused great inconvenience to the residents, since if two people meet on this one, they will not be able to separate. What should I do?",https://www.trizland.ru/tasks/5250/
Problem 604. Fox and Black Grouse ,"The Fox runs through the forest and sees a black grouse sitting on a birch tree. She ran up to the tree and thought about how she could eat the Black Grouse. You just can’t get a bird on a birch tree. The Fox says: “Come down, Black Grouse, to the ground, let’s take a walk together.” Today, after all, a decree has been issued so that none of the animals should touch each other, but live in peace and harmony. How can Black Grouse check whether the Fox is telling the truth?",https://www.trizland.ru/tasks/1719/
Problem 605. “Smartness against the Serpent Gorynych”,"The Serpent Gorynych got into the habit of ruining villages and kidnapping people. The region is empty. In one village, only the old and the young remained... One winter evening, the Serpent took away two children - a brother and a sister - and put them in prison - they say they will grow up until spring, then I will eat them. But the children turned out to be savvy. They raised such a scream and squeal that Gorynych lost peace and sleep, and most importantly, his appetite, all seven heads ached... And the Serpent Gorynych decided to outwit the children. “I’ll set you free,” he said, “if you bring me living water.” to rejuvenate. But here’s a condition: bring water - no dishes! There’s nothing to do - the children agreed. It’s known where the underground stream with living water is. How can the Snake's condition be fulfilled?",https://www.trizland.ru/tasks/1720/
Problem 606. “Hunger strike mixed with insomnia”,"Once upon a time there lived a cunning man. Here it is. How many times did he argue with his friends, and always won. A man once bet that he wouldn’t drink or eat during the day and sleep at night. And so for two weeks. What to do? An ordinary person cannot do this; his legs won’t last long. How to win an argument?",https://www.trizland.ru/tasks/1721/
Problem 607. The Lion and the Mule,"In a beautiful green valley, a Mule was peacefully nibbling grass. And suddenly I saw a lurking Leo. “Hey, I see you!” - shouted the Mule. - What are you doing here, in my valley? - This is my valley! - the Lion growled in surprise, not expecting such impudence. And the Mule at that time was thinking how he could escape. It would be good to force the Lion to come up from behind, then you can hit him with your hooves. Mules have very strong hind legs. While Leo comes to his senses, you can run away. But how can you force Leo to come up from behind, right under his hooves?",https://www.trizland.ru/tasks/1722/
Problem 608. “Secrets of the Atamansha”,"Once upon a time, Atamansha lived in the forest with her forest robbers. One day she was sitting in her cave with her assistant and drinking tea. Suddenly there was a knock on the door, and an evil royal adviser came in. “I have secret and urgent business with you,” said the adviser. “It’s just necessary that no one knows about him except the two of us.” The Atamansha kicked the assistant out of the cave and, on pain of death, forbade him to eavesdrop. What should the assistant do when he really wants to know about a secret matter, but is afraid to eavesdrop - the Atamansha is having a conversation with disobedient short?",https://www.trizland.ru/tasks/1723/
Problem 609. “How the giant and Little Thumb measured their strength”,"Once upon a time there lived a Little Thumb. One day he was grazing a cow in a meadow. The time was approaching lunch, and the boy had already taken out bread and a bundle of cottage cheese. But suddenly, from behind the tops of the trees that surrounded the meadow, the head of a giant appeared. This giant wanted to relax in the meadow and at the same time have a snack on the cow. But the brave boy did not want to give up the cow. “Hey, you!” - he shouted. — Do you think that if you have enough height, then everything is possible? Let's see if you have the strength to deal with me. - Wow, little fry. You know how strong I am! - the giant laughed so hard that the pines swayed. “I know or I don’t know,” Thumb Boy interrupted him, “just let’s measure our strength first, and then you can brag.” Whoever wins will get the meadow. - Well, come on! - the giant laughed. “Tell me, how will we measure strength?” “We’ll squeeze water out of stones,” said Thumb Boy. “Whoever squeezes more water out of a stone will be stronger.” The giant agreed, grabbed a large stone and squeezed as hard as he could. He pressed and pressed - he squeezed his palm, but did not squeeze out a drop. - Who presses like that?! - Little Thumb laughed. - Look at me! What did the boy do? Can he, small and weak, squeeze water out of a stone?",https://www.trizland.ru/tasks/1724/
